user_id,item_id,score
195,926,222.0
195,2808,0.0003677206
343,3341,220.0
343,2808,0.0012795702
349,2565,216.0
349,2808,0.0010910854
424,2565,202.0
424,2808,0.0015036575
624,926,216.0
624,2808,0.0003483966
1113,2248,211.0
1113,2808,0.00020215288
1274,2808,275.0
1274,2808,0.0010391623
1426,309,202.0
1426,2808,0.00013806717
1579,135,219.0
1579,2808,0.00040240586
1605,1394,221.0
1605,2808,0.0012436099
1912,3733,219.0
1912,2808,0.0014644358
1946,309,222.0
1946,2808,0.0004461743
2648,648,218.0
2648,2808,0.007613305
2985,926,220.0
2985,2808,0.00068634935
3012,2542,18.0
3012,2808,0.0002469793
3080,996,221.0
3080,2808,0.0014604535
3106,3733,0.0
3106,2808,0.00057011587
3693,1732,0.0
3693,2808,0.0003077984
3732,3426,203.0
3732,2808,0.007002957
4058,926,207.0
4058,2808,0.0003690673
4126,135,65.0
4126,2808,0.00028276187
4579,1394,220.0
4579,2808,0.0016192105
4600,1732,221.0
4600,2808,0.00037633535
4829,996,206.0
4829,2808,0.00037027337
4934,1732,138.0
4934,2808,0.0005432125
5156,996,0.0
5156,2808,0.00040295068
5172,2076,3.0
5172,2808,0.0025662482
5557,2012,17.0
5557,2808,0.0019674934
5841,926,24.0
5841,2808,0.0003567729
5948,2348,12.0
5948,2808,0.0012791697
